diagnostico_principal;contexto;poscoordinacion;ruido_clinico;tiempo_respuesta;explicacion
Infección urinaria por Klebsiella pneumoniae, localización no especificada;Error en contexto;Error en poscoordinacion;Error en ruido;62.72;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat entre un curioso usuario y una inteligenci..."
Hipertensión esencial, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;31.88;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia renal crónica de grado 5;Error en contexto;Error en poscoordinacion;Error en ruido;7.71;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Polineuropatía desmielinizante inflamatoria aguda;Error en contexto;Error en poscoordinacion;Error en ruido;7.74;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia cardíaca crónica;Error en contexto;Error en poscoordinacion;Error en ruido;7.63;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Neumonía, organismo sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.68;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Algunas enfermedades especificadas del hígado;Error en contexto;Error en poscoordinacion;Error en ruido;7.64;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Trombosis de la vena cava;Error en contexto;Error en poscoordinacion;Error en ruido;8.58;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Pielonefritis bacteriana aguda;Error en contexto;Error en poscoordinacion;Error en ruido;7.66;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Tromboembolia pulmonar aguda;Error en contexto;Error en poscoordinacion;Error en ruido;7.69;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Neumonía bacteriana, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.78;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Demencia debida a una enfermedad cerebrovascular;Error en contexto;Error en poscoordinacion;Error en ruido;7.64;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Pielonefritis aguda;Error en contexto;Error en poscoordinacion;Error en ruido;7.73;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Cetoacidosis diabética sin coma;Error en contexto;Error en poscoordinacion;Error en ruido;7.71;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Angina de pecho, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.67;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Cardiopatía isquémica aguda, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.72;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Neumonía bacteriana, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.69;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Angina inestable;Error en contexto;Error en poscoordinacion;Error en ruido;7.58;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Neumonía viral, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.88;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia respiratoria aguda de tipo I;Error en contexto;Error en poscoordinacion;Error en ruido;7.71;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Absceso piógeno de la piel;Error en contexto;Error en poscoordinacion;Error en ruido;7.77;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Infarto agudo de miocardio sin elevación del segmento ST;Error en contexto;Error en poscoordinacion;Error en ruido;7.7;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Hiperplasia de la próstata;Error en contexto;Error en poscoordinacion;Error en ruido;7.65;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Hemorragia gastrointestinal, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.75;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Neumonía, organismo sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.82;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia renal crónica de grado 5;Error en contexto;Error en poscoordinacion;Error en ruido;7.69;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
ￚlcera gastroduodenal hemorrágica aguda;Error en contexto;Error en poscoordinacion;Error en ruido;7.59;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Cetoacidosis diabética sin coma;Error en contexto;Error en poscoordinacion;Error en ruido;7.73;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Estado hiperglucémico hiperosmolar diabético, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.62;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Influenza debida a virus de la influenza estacional identificado;Error en contexto;Error en poscoordinacion;Error en ruido;7.7;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia cardíaca congestiva crónica;Error en contexto;Error en poscoordinacion;Error en ruido;7.66;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Influenza debida a virus de la influenza estacional identificado;Error en contexto;Error en poscoordinacion;Error en ruido;7.68;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia respiratoria, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.66;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Patrón nocivo de uso de cocaína, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.6;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Taquiarritmia supraventricular, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.63;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia cardíaca crónica;Error en contexto;Error en poscoordinacion;Error en ruido;7.64;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia respiratoria aguda, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.91;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Infarto agudo del miocardio, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.65;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Neumonía bacteriana, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.64;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Oclusión arterial retiniana;Error en contexto;Error en poscoordinacion;Error en ruido;7.55;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Diabetes mellitus no controlada o inestable;Error en contexto;Error en poscoordinacion;Error en ruido;7.69;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Catatonia, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.45;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Cardiopatía isquémica aguda, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.58;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia respiratoria aguda de tipo I;Error en contexto;Error en poscoordinacion;Error en ruido;7.99;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Neumonía, organismo sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.63;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Celulitis orbitaria;Error en contexto;Error en poscoordinacion;Error en ruido;7.48;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia renal crónica de grado 5;Error en contexto;Error en poscoordinacion;Error en ruido;7.73;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Síncope y colapso, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;94.88;Error al procesar JSON o API: Extra data: line 4 column 4 (char 57)
Enfermedad pulmonar obstructiva crónica, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;31.9;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Infección urinaria por Klebsiella pneumoniae, localización no especificada;Error en contexto;Error en poscoordinacion;Error en ruido;61.23;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat entre un curioso usuario y una inteligenci..."
Otra neumonía especificada;Error en contexto;Error en poscoordinacion;Error en ruido;31.76;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Hipoosmolalidad o hiponatremia;Error en contexto;Error en poscoordinacion;Error en ruido;7.56;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia respiratoria aguda, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.65;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Tromboembolia pulmonar aguda;Error en contexto;Error en poscoordinacion;Error en ruido;7.79;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Trastorno de personalidad, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.69;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Hipercalcemia;Error en contexto;Error en poscoordinacion;Error en ruido;7.53;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Influenza debida a virus de la influenza estacional identificado;Error en contexto;Error en poscoordinacion;Error en ruido;7.61;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Hemorragia intracerebral, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.69;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Cardiopatía isquémica aguda, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.54;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Infección urinaria por Klebsiella pneumoniae, localización no especificada;Error en contexto;Error en poscoordinacion;Error en ruido;7.67;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Cistitis, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.72;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Otro síncope y colapso especificado;Error en contexto;Error en poscoordinacion;Error en ruido;7.66;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia renal crónica de grado 5 en hemodialisis;Error en contexto;Error en poscoordinacion;Error en ruido;7.71;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Neumonía adquirida en el hospital;Error en contexto;Error en poscoordinacion;Error en ruido;7.7;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Sepsis con choque séptico;Error en contexto;Error en poscoordinacion;Error en ruido;7.61;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Influenza debida a virus de la influenza estacional identificado;Error en contexto;Error en poscoordinacion;Error en ruido;7.81;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Enfermedad pulmonar obstructiva crónica con neumonía;Error en contexto;Error en poscoordinacion;Error en ruido;7.7;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Intento de suicidio;Error en contexto;Error en poscoordinacion;Error en ruido;7.51;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Lesión autoinfligida intencionalmente por exposición a múltiples fármacos, medicamentos o sustancias biológicas o a sus efectos nocivos;Error en contexto;Error en poscoordinacion;Error en ruido;98.09;Error al procesar JSON o API: Extra data: line 4 column 4 (char 57)
Otro lupus eritematoso especificado;Error en contexto;Error en poscoordinacion;Error en ruido;31.78;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Otros trastornos especificados de la conciencia;Error en contexto;Error en poscoordinacion;Error en ruido;7.71;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Infecciones intestinales por Clostridium difficile;Error en contexto;Error en poscoordinacion;Error en ruido;7.65;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Infección urinaria por Escherichia coli, localización no especificada;Error en contexto;Error en poscoordinacion;Error en ruido;7.73;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Otra osteomielitis aguda;Error en contexto;Error en poscoordinacion;Error en ruido;7.76;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Neumonía, organismo sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.77;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Neumonía bacteriana, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.72;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Infección urinaria, localización y microbio patógeno no especificados;Error en contexto;Error en poscoordinacion;Error en ruido;7.72;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia respiratoria;Error en contexto;Error en poscoordinacion;Error en ruido;7.68;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Síncope y colapso, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;97.85;Error al procesar JSON o API: Extra data: line 4 column 4 (char 57)
Miocardiopatía por estrés;Error en contexto;Error en poscoordinacion;Error en ruido;31.87;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Síndrome diarreico;Error en contexto;Error en poscoordinacion;Error en ruido;7.65;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Síndrome de muerte súbita arrítmica;Error en contexto;Error en poscoordinacion;Error en ruido;7.89;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Infarto agudo de miocardio sin elevación del segmento ST;Error en contexto;Error en poscoordinacion;Error en ruido;7.75;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Trastorno de personalidad, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.64;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Infarto agudo de miocardio sin elevación de ST, pared anterior;Error en contexto;Error en poscoordinacion;Error en ruido;7.6;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Sepsis con choque séptico;Error en contexto;Error en poscoordinacion;Error en ruido;8.18;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Infarto agudo de miocardio sin elevación del segmento ST;Error en contexto;Error en poscoordinacion;Error en ruido;7.56;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Delirium, de causa no especificada o desconocida;Error en contexto;Error en poscoordinacion;Error en ruido;7.77;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Mielopatía;Error en contexto;Error en poscoordinacion;Error en ruido;7.44;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Hiperplasia de la próstata;Error en contexto;Error en poscoordinacion;Error en ruido;7.57;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia renal crónica de grado 5;Error en contexto;Error en poscoordinacion;Error en ruido;7.63;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia respiratoria, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.61;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Púrpura trombocitopénica inmunitaria;Error en contexto;Error en poscoordinacion;Error en ruido;7.57;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Anafilaxia provocada por medicamentos;Error en contexto;Error en poscoordinacion;Error en ruido;7.65;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Enteritis eosinofílica;Error en contexto;Error en poscoordinacion;Error en ruido;7.61;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Enteritis eosinofílica;Error en contexto;Error en poscoordinacion;Error en ruido;7.5;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia renal aguda de grado 1;Error en contexto;Error en poscoordinacion;Error en ruido;7.56;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Hipertensión esencial, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.62;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Diabetes mellitus tipo 2;Error en contexto;Error en poscoordinacion;Error en ruido;7.59;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Síndrome diarreico;Error en contexto;Error en poscoordinacion;Error en ruido;7.66;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Enfermedades de la arteria coronaria, sin especificación [Arteria nodal sinoauricular];Error en contexto;Error en poscoordinacion;Error en ruido;61.57;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
Este es un chat entre una persona y un sistema ex..."
Infarto subsecuente del miocardio, sin elevación del segmento ST;Error en contexto;Error en poscoordinacion;Error en ruido;31.74;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
ￚlcera duodenal aguda;Error en contexto;Error en poscoordinacion;Error en ruido;7.63;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Trombosis venosa profunda de la extremidad inferior;Error en contexto;Error en poscoordinacion;Error en ruido;7.81;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Cirrosis hepática;Error en contexto;Error en poscoordinacion;Error en ruido;7.52;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Fibrosis pulmonar idiopática;Error en contexto;Error en poscoordinacion;Error en ruido;7.82;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Otros dispositivos cardiovasculares especificados asociados con lesión o daño: dispositivos terapéuticos, no quirúrgicos o de rehabilitación;Error en contexto;Error en poscoordinacion;Error en ruido;56.68;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
Esta es una conversación entre un usuario y un si..."
Infarto agudo del miocardio, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;31.67;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Neumonía bacteriana, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.82;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Angina de pecho, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.66;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Absceso pulmonar con neumonía;Error en contexto;Error en poscoordinacion;Error en ruido;7.68;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Cetoacidosis diabética sin coma;Error en contexto;Error en poscoordinacion;Error en ruido;8.5;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Neumonía, organismo sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.8;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Hipertensión esencial, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.82;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Hemorragia gastrointestinal, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.69;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Enfermedad pulmonar obstructiva crónica con exacerbación aguda, no especificada;Error en contexto;Error en poscoordinacion;Error en ruido;57.25;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
Esta es una conversación entre un usuario y un as..."
Enfermedad renal crónica, sin especificación de grado;Error en contexto;Error en poscoordinacion;Error en ruido;31.84;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Infarto agudo del miocardio, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.64;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Cirrosis hepática;Error en contexto;Error en poscoordinacion;Error en ruido;7.56;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia respiratoria, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.73;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Trastorno depresivo recurrente, episodio actual moderado sin síntomas psicóticos;Error en contexto;Error en poscoordinacion;Error en ruido;59.68;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
Esta es una conversación entre un usuario y un as..."
Insuficiencia respiratoria de tipo II, no especificada como aguda o crónica;Error en contexto;Error en poscoordinacion;Error en ruido;32.03;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Taquiarritmia supraventricular, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.56;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
